event_id,device_id,category,label,confidence,confidence_reason,description,source_file,evidence_detail,timestamp
EVT00011,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for dwm.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'dwm.exe'; first 2026-08-07 12:53:43.178972, last 2026-08-07 12:53:43.178972",2026-08-07T12:53:43.178972
EVT00012,device_01,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.8456 (2x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8456'; first 2026-06-01 04:13:23.552588, last 2026-06-17 04:54:13.719568",2026-06-01T04:13:23.552588
EVT00013,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'StoreAgentSearchUpdatePackagesFailure1' for Acquisition;setu,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of StoreAgentSearchUpdatePackagesFailure1 for 'Acquisition;setu'; first 2026-06-15 04:00:46.304078, last 2026-06-15 04:00:46.304078",2026-06-15T04:00:46.304078
EVT00014,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'AppxDeploymentFailureBlue' for 80004004,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of AppxDeploymentFailureBlue for '80004004'; first 2026-06-16 04:16:38.939122, last 2026-06-16 04:16:38.939122",2026-06-16T04:16:38.939122
EVT00015,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'SQLException64' for sqlservr.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of SQLException64 for 'sqlservr.exe'; first 2026-06-01 03:46:54.188622, last 2026-06-01 03:46:54.188622",2026-06-01T03:46:54.188622
EVT00016,device_01,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'LiveKernelEvent' for 193 (2x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 occurrence(s) of LiveKernelEvent for '193'; first 2026-05-27 05:22:22.632058, last 2026-07-28 12:09:43.168538",2026-05-27T05:22:22.632058
EVT00017,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'BEX64' for OneDrive.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of BEX64 for 'OneDrive.exe'; first 2026-06-08 11:31:06.126818, last 2026-06-08 11:31:06.126818",2026-06-08T11:31:06.126818
EVT00018,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for SenseTracer.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'SenseTracer.exe'; first 2026-08-07 12:52:24.098158, last 2026-08-07 12:52:24.098158",2026-08-07T12:52:24.098158
EVT00019,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'CLR20r3' for Licensing.Servic,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of CLR20r3 for 'Licensing.Servic'; first 2026-08-07 12:53:43.681044, last 2026-08-07 12:53:43.681044",2026-08-07T12:53:43.681044
EVT00020,device_01,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.8872 (2x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8872'; first 2026-07-22 05:49:48.139106, last 2026-08-03 04:18:47.916620",2026-07-22T05:49:48.139106
EVT00021,device_01,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'MoAppHang' for Microsoft.Window (3x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"3 occurrence(s) of MoAppHang for 'Microsoft.Window'; first 2026-06-23 03:31:36.134920, last 2026-07-13 04:09:21.376176",2026-06-23T03:31:36.134920
EVT00022,device_01,app_stability,anomaly,75,"4 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'MoAppHang' for Microsoft.OneDri (4x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"4 occurrence(s) of MoAppHang for 'Microsoft.OneDri'; first 2026-05-26 04:18:04.292006, last 2026-08-06 10:12:30.763738",2026-05-26T04:18:04.292006
EVT00023,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'LiveKernelEvent' for 1b8,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of LiveKernelEvent for '1b8'; first 2026-07-10 07:30:56.355554, last 2026-07-10 07:30:56.355554",2026-07-10T07:30:56.355554
EVT00024,device_01,app_stability,anomaly,90,"7 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'crashpad_log' for MicrosoftEdgeUpd (7x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"7 occurrence(s) of crashpad_log for 'MicrosoftEdgeUpd'; first 2026-05-23 06:34:44.886896, last 2026-07-31 04:15:13.120812",2026-05-23T06:34:44.886896
EVT00025,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppCrash' for Microsoft.Paint,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of MoAppCrash for 'Microsoft.Paint'; first 2026-08-07 12:52:24.254064, last 2026-08-07 12:52:24.254064",2026-08-07T12:52:24.254064
EVT00026,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for Explorer.EXE,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'Explorer.EXE'; first 2026-07-20 09:18:36.510774, last 2026-07-20 09:18:36.510774",2026-07-20T09:18:36.510774
EVT00027,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'BEX64' for spksvc.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of BEX64 for 'spksvc.exe'; first 2026-08-07 12:51:58.232258, last 2026-08-07 12:51:58.232258",2026-08-07T12:51:58.232258
EVT00028,device_01,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'OFFICE_MODULE_VERSION_MISMATCH' for POWERPNT.EXE (3x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"3 occurrence(s) of OFFICE_MODULE_VERSION_MISMATCH for 'POWERPNT.EXE'; first 2026-07-10 05:07:44.014420, last 2026-07-29 11:15:28.326408",2026-07-10T05:07:44.014420
EVT00029,device_01,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for mmc.exe (2x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'mmc.exe'; first 2026-05-26 09:18:36.150806, last 2026-08-14 08:47:11.845428",2026-05-26T09:18:36.150806
EVT00030,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppCrash' for MicrosoftWindows,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of MoAppCrash for 'MicrosoftWindows'; first 2026-08-03 03:56:50.949270, last 2026-08-03 03:56:50.949270",2026-08-03T03:56:50.949270
EVT00031,device_01,app_stability,anomaly,75,"4 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'StoreAgentScanForUpdatesFailure0' for Update; (4x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"4 occurrence(s) of StoreAgentScanForUpdatesFailure0 for 'Update;'; first 2026-06-08 13:49:01.809434, last 2026-07-06 03:41:21.850870",2026-06-08T13:49:01.809434
EVT00032,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for TrGUI.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'TrGUI.exe'; first 2026-07-27 04:00:09.627408, last 2026-07-27 04:00:09.627408",2026-07-27T04:00:09.627408
EVT00033,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppHang' for Microsoft.Compan,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of MoAppHang for 'Microsoft.Compan'; first 2026-06-01 03:48:00.800336, last 2026-06-01 03:48:00.800336",2026-06-01T03:48:00.800336
EVT00034,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppHang' for windows.immersiv,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of MoAppHang for 'windows.immersiv'; first 2026-05-27 14:42:35.452072, last 2026-05-27 14:42:35.452072",2026-05-27T14:42:35.452072
EVT00035,device_01,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.8648 (2x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8648'; first 2026-06-17 04:58:27.486240, last 2026-07-22 05:44:47.032318",2026-06-17T04:58:27.486240
EVT00036,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppCrash' for AppUp.IntelArcSo,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of MoAppCrash for 'AppUp.IntelArcSo'; first 2026-08-07 12:52:01.014882, last 2026-08-07 12:52:01.014882",2026-08-07T12:52:01.014882
EVT00037,device_01,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for MsMpEng.exe (2x),/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'MsMpEng.exe'; first 2026-08-18 08:41:37.224286, last 2026-08-18 09:35:17.104730",2026-08-18T08:41:37.224286
EVT00038,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'crashpad_log' for setup.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of crashpad_log for 'setup.exe'; first 2026-05-31 05:51:01.910826, last 2026-05-31 05:51:01.910826",2026-05-31T05:51:01.910826
EVT00039,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WinPBRDiag' for 1,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of WinPBRDiag for '1'; first 2026-05-23 17:38:54.153704, last 2026-05-23 17:38:54.153704",2026-05-23T17:38:54.153704
EVT00040,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'AppHangB1' for powershell.exe,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of AppHangB1 for 'powershell.exe'; first 2026-08-18 13:34:57.962126, last 2026-08-18 13:34:57.962126",2026-08-18T13:34:57.962126
EVT00041,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WUDFVerifierFailure' for VerifierFailure,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of WUDFVerifierFailure for 'VerifierFailure'; first 2026-06-19 14:46:48.268088, last 2026-06-19 14:46:48.268088",2026-06-19T14:46:48.268088
EVT00042,device_01,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'CLR20r3' for BtSystem.Service,/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"1 occurrence(s) of CLR20r3 for 'BtSystem.Service'; first 2026-08-07 12:52:57.588804, last 2026-08-07 12:52:57.588804",2026-08-07T12:52:57.588804
EVT00043,device_01,correlation_cluster,possible_anomaly,45,Only 2-3 distinct processes in the window - timing proximity is suggestive but the sample is small enough that coincidence can't be ruled out,"Small multi-process cluster (2 processes, 5s)",/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 distinct processes crashed within 5s: MicrosoftEdgeUpd, setup.exe || AppPaths: C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{4D73DC55-6442-4EDE-BB29-80613536177E}\MicrosoftEdge_X64_148.0.3967.70.exe; C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe",2026-05-31T05:51:01.910826
EVT00044,device_01,correlation_cluster,possible_anomaly,45,Only 2-3 distinct processes in the window - timing proximity is suggestive but the sample is small enough that coincidence can't be ruled out,"Small multi-process cluster (2 processes, 67s)",/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 distinct processes crashed within 67s: Microsoft.Compan, sqlservr.exe || AppPaths: C:\Program Files\WindowsApps\Microsoft.CompanyPortal_11.2.1787.0_x64__8wekyb3d8bbwe\CompanyPortal.exe; sqlservr.exe",2026-06-01T03:46:54.188622
EVT00045,device_01,correlation_cluster,possible_anomaly,45,Only 2-3 distinct processes in the window - timing proximity is suggestive but the sample is small enough that coincidence can't be ruled out,"Small multi-process cluster (2 processes, 14s)",/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 distinct processes crashed within 14s: 80004004, Update;MoUpdateO || AppPaths: C:\Windows\System32\svchost.exe",2026-06-16T04:16:25.170202
EVT00046,device_01,correlation_cluster,possible_anomaly,45,Only 2-3 distinct processes in the window - timing proximity is suggestive but the sample is small enough that coincidence can't be ruled out,"Small multi-process cluster (2 processes, 0s)",/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"2 distinct processes crashed within 0s: 1a8, 1b8 || AppPaths: C:\Windows\System32\WerFault.exe",2026-07-10T07:30:56.355554
EVT00047,device_01,correlation_cluster,anomaly,90,"7 unrelated processes failing within 105 seconds is far more consistent with a shared trigger (driver, resource exhaustion, hooking agent) than independent coincidence","Multi-process crash cluster (7 processes, 105s)",/home/claude/all_devices/Device_1_-_Full_logs/Collection_20260819_143345/15_CrashDumps_WER,"7 distinct processes crashed within 105s: AppUp.IntelArcSo, BtSystem.Service, Licensing.Servic, Microsoft.Paint, SenseTracer.exe, dwm.exe, spksvc.exe || AppPaths: C:\Program Files\Seagull\BarTender 11.5\BtSystem.Service.exe; C:\Program Files\Seagull\BarTender 11.5\Licensing.Service.exe; C:\Program Files\Spektion\Spektion Sensor\spksvc.exe; C:\Program Files\Windows Defender Advanced Threat Protection\SenseTracer.exe; C:\Program Files\WindowsApps\AppUp.IntelArcSoftware_26.18.2353.0_x64__8j3eq9eme6ctt\VFS\ProgramFilesX64\Intel\Intel Graphics Software\IntelGraphicsSoftware.Service.exe; C:\Program Files\WindowsApps\Microsoft.Paint_11.2605.71.0_x64__8wekyb3d8bbwe\PaintApp\mspaint.exe; C:\Windows\system32\dwm.exe",2026-08-07T12:51:58.232258
EVT00048,device_02,disk,not_anomaly,90,SMART firmware reports no failure prediction for this drive,SMART healthy for SCSI\Disk&Ven_NVMe&Prod_BG6_KIOXIA_512GB\4&2eee6be6&0&020000_0,DiskHealth/SMART_FailurePredictStatus.csv,PredictFailure=False,
EVT00049,device_02,disk,not_anomaly,88,Windows reports Healthy status for this physical disk,Disk 'NVMe BG6 KIOXIA 512GB' is Healthy,DiskHealth/PhysicalDiskHealth.csv,HealthStatus=Healthy,
EVT00050,device_02,disk,anomaly,75,"38 disk IO retry/warning events is a high volume, consistent with a struggling drive or controller",38 disk-related warning/retry events recorded,DiskHealth/DiskRelatedEvents.csv,count=38,
EVT00051,device_02,reliability_onset,possible_anomaly,55,A sharp day-over-day drop marks WHEN instability began but not WHY,Stability index dropped from 9.94 to 6.68 on 2026-08-18,ReliabilityHistory/StabilityIndex.csv,"prev=9.94, new=6.68",2026-08-18T13:30:00
EVT00052,device_02,update_failure,possible_anomaly,55,13 update installation failures recorded — worth checking if these correlate with any instability window,13 update installation failures in Reliability history,ReliabilityHistory/ReliabilityRecords.csv,"{'TimeGenerated': '29-07-2026 12:31:21', 'SourceName': 'Microsoft-Windows-WindowsUpdateClient', 'Message': 'Installation Failure: Windows failed to install the following update with error 0x80073D02: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB.', 'EventIdentifier': 20, 'ProductName': '9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB', 'User': 'NT AUTHORITY\\SYSTEM'}",
EVT00053,device_02,driver_device,anomaly,80,"A currently-present device reporting a non-OK status is a genuine, active device fault",Device 'Intel(R) PMT IPF Extension Provider' status=Degraded,Drivers/AllPnPDevices.csv,"{'FriendlyName': 'Intel(R) PMT IPF Extension Provider', 'InstanceId': 'SWD\\DRIVERENUM\\{943855CC-EDB2-421E-BF96-9D11D12E7430}#IPFEFPMTPROVIDERCOMPONENT&4&29EAE554&0', 'Class': 'SoftwareComponent', 'Manufacturer': 'Intel', 'Status': 'Degraded', 'Present': True}",
EVT00054,device_02,driver_device,anomaly,80,"A currently-present device reporting a non-OK status is a genuine, active device fault",Device 'Intel(R) PerfMon IPF Extension Provider' status=Degraded,Drivers/AllPnPDevices.csv,"{'FriendlyName': 'Intel(R) PerfMon IPF Extension Provider', 'InstanceId': 'SWD\\DRIVERENUM\\{F7BC2682-70EB-4557-B9E0-86B069B3709C}#IPFEFPROVIDERCOMPONENT&5&233A7816&0', 'Class': 'SoftwareComponent', 'Manufacturer': 'Intel', 'Status': 'Degraded', 'Present': True}",
EVT00055,device_02,driver_device,anomaly,80,"A currently-present device reporting a non-OK status is a genuine, active device fault",Device 'System Firmware 1.15.0' status=Error,Drivers/AllPnPDevices.csv,"{'FriendlyName': 'System Firmware 1.15.0', 'InstanceId': 'UEFI\\RES_{1DB0A61A-A8F0-4301-9D02-C7809463C59D}\\0', 'Class': 'Firmware', 'Manufacturer': 'Dell, Inc.', 'Status': 'Error', 'Present': True}",
EVT00056,device_02,driver_device,anomaly,80,"A currently-present device reporting a non-OK status is a genuine, active device fault",Device 'Intel(R) SoC Thermal IPF Extension Provider' status=Degraded,Drivers/AllPnPDevices.csv,"{'FriendlyName': 'Intel(R) SoC Thermal IPF Extension Provider', 'InstanceId': 'SWD\\DRIVERENUM\\{03849B83-DE07-4366-ADDD-7B5DBB16ECFC}#IPFEFPROVIDERCOMPONENT&4&298F97F&0', 'Class': 'SoftwareComponent', 'Manufacturer': 'Intel', 'Status': 'Degraded', 'Present': True}",
EVT00057,device_02,cpu_hardware,not_anomaly,40,CPU temperature column present but no numeric readings captured (sensor likely inaccessible),No usable CPU temperature data,Timeline_Thermal_Power_Fan/ThermalPowerFan.csv,all null,
EVT00058,device_02,system_stability,anomaly,80,"5 Kernel-Power Event ID 41 ('the system rebooted without cleanly shutting down first') — a well-known signature of an unexpected power loss, hang requiring hard reset, or crash",5 unexpected shutdown event(s) (Kernel-Power ID 41),BootShutdownHistory/BootShutdownEvents_KernelPower.csv,"{'TimeCreated': '06-05-2026 09:35:37', 'Id': 41, 'LevelDisplayName': 'Critical', 'Message': 'The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.'}",
EVT00059,device_04,disk,not_anomaly,90,Comfortably above the low-space caution threshold,Drive C: has healthy free space (62.5% free),05_Disk/Drives_SizeFreeSpace.csv,PercentFree=62.5,
EVT00060,device_04,memory_hardware,possible_anomaly,40,"1 WHEA event(s) present but logged at Information level only — Windows itself did not classify these as faults, so treat as worth watching, not confirmed",1 informational-level WHEA hardware event(s) recorded,06_Memory/WHEA_HardwareMemoryErrors.csv,"{'TimeCreated': '8/4/2026 7:29:01 AM', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",2026-08-04T07:29:01
EVT00061,device_04,cpu_hardware,possible_anomaly,40,1 CPU hardware error event(s) present but not at Error/Critical level,CPU hardware error present at non-error severity (1 event(s)),07_CPU/CPU_WHEA_Errors.csv,"{'TimeCreated': '8/4/2026 7:29:01 AM', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",
EVT00062,device_04,cpu_hardware,possible_anomaly,40,200 CPU throttling event(s) present but not at Error/Critical level,CPU throttling present at non-error severity (200 event(s)),07_CPU/CPU_ThrottlingEvents.csv,"{'TimeCreated': '8/31/2026 3:02:35 PM', 'Id': 55, 'LevelDisplayName': 'Information', 'Message': 'Processor 11 in group 0 exposes the following power management capabilities:\r\n\r\nIdle state type: Micro Power Engine Plugin (11 state(s))\r\n\r\nPerformance state type: ACPI Collaborative Processor Performance Control\r\nNominal Frequency (MHz): 1800\r\nMaximum performance percentage: 276\r\nMinimum performance percentage: 100\r\nMinimum throttle percentage: 7'}",
EVT00063,device_04,driver_device,anomaly,65,"Config Manager error codes are a genuine device fault, though this specific device class (virtual/Bluetooth peripheral) fails to start harmlessly on many systems and is a lower-impact finding",Device 'Standard Serial over Bluetooth link (COM4)' has error code CM_PROB_FAILED_START,04_HardwareDevices/DevicesWithConfigManagerErrors.csv,"Name=Standard Serial over Bluetooth link (COM4), Code=CM_PROB_FAILED_START",
EVT00064,device_04,driver_device,anomaly,65,"Config Manager error codes are a genuine device fault, though this specific device class (virtual/Bluetooth peripheral) fails to start harmlessly on many systems and is a lower-impact finding",Device 'Standard Serial over Bluetooth link (COM5)' has error code CM_PROB_FAILED_START,04_HardwareDevices/DevicesWithConfigManagerErrors.csv,"Name=Standard Serial over Bluetooth link (COM5), Code=CM_PROB_FAILED_START",
EVT00065,device_04,reliability_onset,possible_anomaly,55,A sharp day-over-day drop marks WHEN instability began but doesn't by itself identify WHY — needs correlation with other categories,Stability index dropped from 9.48 to 6.39 on 2026-08-08,09_ReliabilityMonitor/StabilityIndex_DailyScore.csv,"prev=9.48, new=6.39",2026-08-08T07:30:00
