event_id,device_id,category,label,confidence,confidence_reason,description,source_file,evidence_detail,timestamp
EVT00069,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WindowsWcpOtherFailure3' for 10.0.26100.8872, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8872'; first 2026-07-22 11:51:03.472310, last 2026-07-22 11:51:03.472310",2026-07-22T11:51:03.472310
EVT00070,device_04,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'OFFICE_MODULE_VERSION_MISMATCH' for EXCEL.EXE (2x), Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"2 occurrence(s) of OFFICE_MODULE_VERSION_MISMATCH for 'EXCEL.EXE'; first 2026-07-23 14:27:20.459216, last 2026-07-29 12:05:44.983442",2026-07-23T14:27:20.459216
EVT00071,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WinPBRDiag' for 1, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of WinPBRDiag for '1'; first 2026-07-14 01:20:02.623236, last 2026-07-14 01:20:02.623236",2026-07-14T01:20:02.623236
EVT00072,device_04,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'MoAppHang' for Microsoft.OneDri (3x), Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"3 occurrence(s) of MoAppHang for 'Microsoft.OneDri'; first 2026-08-11 15:10:34.669680, last 2026-08-24 11:33:56.111210",2026-08-11T15:10:34.669680
EVT00073,device_04,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for MsMpEng.exe (2x), Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'MsMpEng.exe'; first 2026-08-18 08:03:42.242332, last 2026-08-18 10:04:20.284130",2026-08-18T08:03:42.242332
EVT00074,device_04,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'WindowsWcpOtherFailure3' for 10.0.26100.8648 (3x), Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"3 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8648'; first 2026-07-21 11:21:14.575836, last 2026-07-22 11:17:49.055786",2026-07-21T11:21:14.575836
EVT00075,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'crashpad_log' for setup.exe, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of crashpad_log for 'setup.exe'; first 2026-08-25 08:42:36.249024, last 2026-08-25 08:42:36.249024",2026-08-25T08:42:36.249024
EVT00076,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'AppHangB1' for Eclipse Vs Espec, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of AppHangB1 for 'Eclipse Vs Espec'; first 2026-07-29 17:12:05.601510, last 2026-07-29 17:12:05.601510",2026-07-29T17:12:05.601510
EVT00077,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for RtkAudUService64, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'RtkAudUService64'; first 2026-08-27 10:45:27.121002, last 2026-08-27 10:45:27.121002",2026-08-27T10:45:27.121002
EVT00078,device_04,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WUDFHostProblem2' for HostProblem2 (2x), Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"2 occurrence(s) of WUDFHostProblem2 for 'HostProblem2'; first 2026-08-14 09:53:45.451886, last 2026-08-16 19:26:30.388264",2026-08-14T09:53:45.451886
EVT00079,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for ZSATrayManager.e, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'ZSATrayManager.e'; first 2026-08-27 13:03:32.495854, last 2026-08-27 13:03:32.495854",2026-08-27T13:03:32.495854
EVT00080,device_04,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WindowsWcpOtherFailure3' for 10.0.26100.9156, Device_4_-_Full_logs/Collection_20260901_184344/15_CrashDumps_WER,"1 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.9156'; first 2026-08-27 10:46:35.778832, last 2026-08-27 10:46:35.778832",2026-08-27T10:46:35.778832
EVT00090,device_05,app_stability,anomaly,90,"60 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'StoreAgentInstallFailure1' for Update;ScanForUp (60x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"60 occurrence(s) of StoreAgentInstallFailure1 for 'Update;ScanForUp'; first 2026-02-25 11:40:36.949210, last 2026-08-21 11:12:45.922238",2026-02-25T11:40:36.949210
EVT00091,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.8872 (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8872'; first 2026-07-22 05:12:24.995748, last 2026-07-23 10:06:56.790656",2026-07-22T05:12:24.995748
EVT00092,device_05,app_stability,anomaly,90,"8 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'HamLkd' for MicrosoftWindows (8x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"8 occurrence(s) of HamLkd for 'MicrosoftWindows'; first 2026-04-24 08:30:39.628690, last 2026-06-19 05:43:33.436544",2026-04-24T08:30:39.628690
EVT00093,device_05,app_stability,anomaly,90,"9 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'MoAppHang' for windows.immersiv (9x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"9 occurrence(s) of MoAppHang for 'windows.immersiv'; first 2026-02-24 06:50:03.676500, last 2026-08-24 12:57:33.297756",2026-02-24T06:50:03.676500
EVT00094,device_05,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'WindowsWcpOtherFailure3' for 10.0.26100.8648 (3x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"3 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8648'; first 2026-06-17 06:59:51.621700, last 2026-07-22 04:55:45.957978",2026-06-17T06:59:51.621700
EVT00095,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'crashpad_log' for msedgewebview2se (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of crashpad_log for 'msedgewebview2se'; first 2026-06-02 04:53:40.152408, last 2026-08-06 05:47:14.795212",2026-06-02T04:53:40.152408
EVT00096,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'StoreAgentDownloadFailure1' for Update;ScanForUp, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of StoreAgentDownloadFailure1 for 'Update;ScanForUp'; first 2026-02-24 04:32:30.442300, last 2026-02-24 04:32:30.442300",2026-02-24T04:32:30.442300
EVT00097,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for OneDrive.exe, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'OneDrive.exe'; first 2026-06-03 06:05:38.133682, last 2026-06-03 06:05:38.133682",2026-06-03T06:05:38.133682
EVT00098,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'MoAppHang' for Microsoft.Micros (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of MoAppHang for 'Microsoft.Micros'; first 2026-04-13 06:24:26.121904, last 2026-08-05 05:02:32.117378",2026-04-13T06:24:26.121904
EVT00099,device_05,app_stability,anomaly,90,"7 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'StoreAgentScanForUpdatesFailure0' for Update; (7x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"7 occurrence(s) of StoreAgentScanForUpdatesFailure0 for 'Update;'; first 2026-02-28 12:24:49.220552, last 2026-08-17 04:34:39.960928",2026-02-28T12:24:49.220552
EVT00100,device_05,app_stability,anomaly,90,"8 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'MoAppHang' for Microsoft.Window (8x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"8 occurrence(s) of MoAppHang for 'Microsoft.Window'; first 2026-05-19 09:36:51.258374, last 2026-07-09 05:58:22.973166",2026-05-19T09:36:51.258374
EVT00101,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'BEX64' for StorageExplorer., Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of BEX64 for 'StorageExplorer.'; first 2026-06-22 05:13:40.880148, last 2026-06-22 05:13:40.880148",2026-06-22T05:13:40.880148
EVT00102,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for WavesSysSvc64.ex (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'WavesSysSvc64.ex'; first 2026-07-01 14:00:02.085480, last 2026-08-25 07:32:59.750484",2026-07-01T14:00:02.085480
EVT00103,device_05,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'crashpad_log' for setup.exe (3x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"3 occurrence(s) of crashpad_log for 'setup.exe'; first 2026-06-10 04:29:54.745522, last 2026-07-10 04:37:04.943646",2026-06-10T04:29:54.745522
EVT00104,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppHang' for Microsoft.OneDri, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MoAppHang for 'Microsoft.OneDri'; first 2026-08-10 11:45:43.769870, last 2026-08-10 11:45:43.769870",2026-08-10T11:45:43.769870
EVT00105,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WindowsWcpOtherFailure3' for 10.0.26100.2303, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.2303'; first 2026-02-23 12:20:08.012616, last 2026-02-23 12:20:08.012616",2026-02-23T12:20:08.012616
